symbol,name,big in(%),small in(%),price(%),big/price,turnover
sz000665,湖北广电,7.5,7.5,8.99,427.072,0.83
sz000670,盈方微,6.4,3.9,7.67,355.783,0.83
sz002270,法因数控,8.3,4.5,9.99,2088.23,0.83
sz002348,高乐股份,14.0,3.2,17.04,479.201,0.82
sz002432,九安医疗,7.8,2.1,9.5,389.867,0.82
sz000767,漳泽电力,13.1,1.5,16.02,725.034,0.82
sz002611,东方精工,15.3,0.7,18.64,412.114,0.82
sz002619,巨龙管业,5.2,-1.0,6.41,257.387,0.81
sz000933,神火股份,5.9,4.5,7.31,126.466,0.81
sz002479,富春环保,12.4,7.0,15.36,206.594,0.81
sh600310,桂东电力,7.3,-3.6,8.99,250.179,0.81
sh600198,大唐电信,7.0,0.3,8.67,356.806,0.81
sz002450,康得新,12.3,0.1,15.44,196.303,0.8
sh603828,柯利达,8.1,6.6,10.09,541.694,0.8
sz002585,双星新材,5.7,-1.5,7.11,232.189,0.8
sh600982,宁波热电,4.6,2.5,5.78,256.741,0.8
sh600009,上海机场,6.8,-4.9,8.48,109.871,0.8
sz000096,广聚能源,12.7,2.7,15.89,698.035,0.8
sz000961,中南建设,8.0,4.2,10.03,91.6826,0.8
sz000759,中百集团,6.0,6.7,7.5,101.947,0.8
sz002056,横店东磁,4.2,8.0,5.35,173.938,0.79
sh600630,龙头股份,13.3,-2.8,16.85,324.828,0.79
sz002628,成都路桥,5.7,4.9,7.18,451.333,0.79
sz000690,宝新能源,8.2,0.4,10.54,351.355,0.78
sh601021,春秋航空,9.5,-1.6,12.2,229.445,0.78
sh600122,宏图高科,12.7,-0.6,16.27,349.417,0.78
sz000631,顺发恒业,6.4,8.3,8.17,105.795,0.78
sh600299,蓝星新材,15.8,5.0,20.24,157.435,0.78
sh603030,全筑股份,20.6,2.8,26.28,1299.17,0.78
sh600712,南宁百货,9.4,5.4,12.15,516.456,0.77
sz002745,木林森,14.9,2.4,19.24,913.409,0.77
sz002739,万达院线,17.3,6.4,22.46,865.788,0.77
sz002404,嘉欣丝绸,8.9,2.6,11.76,505.052,0.76
sh600708,海博股份,11.5,6.1,15.08,301.408,0.76
sz002217,合力泰,12.8,-4.8,16.85,439.408,0.76
sz002300,太阳电缆,8.6,0.9,11.45,147.116,0.75
sh603998,方盛制药,8.7,3.2,11.53,929.744,0.75
sh600850,华东电脑,8.3,-0.8,11.25,304.642,0.74
sh600992,贵绳股份,6.7,6.3,9.0,308.606,0.74
sh600555,九龙山,16.3,2.8,21.97,361.89,0.74
sh600078,澄星股份,6.1,5.1,8.2,262.035,0.74
sz002324,普利特,6.3,16.1,8.5,195.767,0.74
sz002609,捷顺科技,8.8,0.4,12.09,1140.47,0.73
sz002111,威海广泰,14.5,6.4,19.99,545.998,0.73
sh600073,上海梅林,7.1,0.4,9.79,262.107,0.73
sh600160,巨化股份,4.9,6.8,6.74,146.687,0.73
sh600598,XD北大荒,6.2,1.6,8.48,159.697,0.73
sz002389,南洋科技,9.9,4.6,13.73,696.854,0.72
sh600433,冠豪高新,3.4,4.1,4.71,120.431,0.72
sz000049,德赛电池,4.8,3.2,6.65,321.701,0.72
sz002258,利尔化学,4.7,4.5,6.49,128.982,0.72
sz002317,众生药业,4.1,9.3,5.73,308.43,0.72
sh600162,香江控股,5.5,4.4,7.61,240.076,0.72
sh603818,曲美股份,8.4,0.0,11.78,2867.53,0.71
sz002309,中利科技,3.4,-1.9,4.78,287.156,0.71
sz002166,莱茵生物,7.5,4.9,10.63,611.065,0.71
sh600360,华微电子,6.3,0.9,8.83,419.666,0.71
sh600207,安彩高科,8.0,-1.1,11.21,379.421,0.71
sh600661,新南洋,6.4,1.2,8.99,924.62,0.71
sz002322,理工监测,9.4,0.6,13.18,314.217,0.71
sz002615,哈尔斯,10.3,7.6,14.57,619.997,0.71
sz002112,三变科技,10.8,1.7,15.19,482.309,0.71
sh600088,中视传媒,5.2,1.4,7.43,348.445,0.7
sz002377,国创高新,5.0,0.2,7.15,210.574,0.7
sz002243,通产丽星,5.1,-3.9,7.28,159.268,0.7
sh600871,石化油服,6.0,3.9,8.56,643.222,0.7
sz002014,永新股份,6.2,-3.2,8.84,442.359,0.7
sz002400,省广股份,8.2,-5.1,11.78,177.276,0.7
sz002006,精功科技,5.5,6.9,7.86,232.142,0.7
sz002003,伟星股份,6.9,-1.0,10.01,180.353,0.69
sz002229,鸿博股份,6.3,5.6,9.08,485.091,0.69
sh600581,八一钢铁,4.8,0.3,6.96,292.612,0.69
sz002697,红旗连锁,8.2,-1.7,11.84,891.416,0.69
sz000791,甘肃电投,5.3,6.7,7.82,392.439,0.68
sz002382,蓝帆医疗,6.1,-6.8,8.93,212.205,0.68
sz002230,科大讯飞,12.2,0.0,18.01,604.782,0.68
sz000639,西王食品,11.0,16.1,16.07,186.04,0.68
sh600227,赤天化,6.3,-0.7,9.26,452.551,0.68
sz002461,珠江啤酒,5.5,10.4,8.23,79.0159,0.67
sz002647,宏磊股份,6.2,3.4,9.25,550.452,0.67
sh600121,郑州煤电,3.9,2.0,5.92,206.758,0.66
sz002050,三花股份,7.9,1.7,11.99,200.462,0.66
sh600699,均胜电子,10.1,0.1,15.38,347.173,0.66
sz002459,天业通联,8.7,-5.5,13.17,613.626,0.66
sz002492,恒基达鑫,6.5,3.2,9.92,176.295,0.66
sz000803,金宇车城,7.0,7.9,10.59,402.373,0.66
sh600127,金健米业,6.4,7.7,9.75,366.487,0.66
sz002665,首航节能,5.8,6.7,8.85,319.463,0.66
sz002115,三维通信,8.3,8.0,12.51,702.68,0.66
sh600100,同方股份,7.1,0.2,10.7,547.603,0.66
sz000678,襄阳轴承,5.9,-5.6,8.97,285.626,0.66
sh600037,歌华有线,6.5,1.6,10.06,236.668,0.65
sh600285,羚锐制药,10.0,1.2,15.29,806.372,0.65
sz002190,成飞集成,4.5,9.9,6.94,245.698,0.65
sh600159,大龙地产,11.6,8.0,17.82,383.665,0.65
sh600373,中文传媒,6.1,-5.0,9.47,115.978,0.64
sz000430,张家界,4.0,3.5,6.35,283.963,0.63
sz000707,双环科技,5.5,13.2,8.7,280.089,0.63
sz002222,福晶科技,8.7,-1.5,13.75,317.866,0.63
sz002433,太安堂,5.2,1.2,8.23,482.182,0.63
sz002073,软控股份,9.0,2.5,14.34,744.811,0.63
sh600526,菲达环保,7.7,0.3,12.3,1258.16,0.63
sz002379,鲁丰环保,6.0,12.5,9.58,520.325,0.63
sz002069,獐 子 岛,7.6,10.4,12.11,164.513,0.63
sz002142,宁波银行,3.3,-1.2,5.29,190.097,0.62
sh600811,东方集团,3.9,1.1,6.32,308.845,0.62
sh600063,皖维高新,7.1,8.9,11.42,276.56,0.62
sh600642,申能股份,6.6,-0.5,10.7,144.477,0.62
sh600283,钱江水利,4.4,-0.4,7.21,441.337,0.61
sh603158,腾龙股份,7.8,-4.4,12.75,1108.42,0.61
sh600313,农发种业,6.9,2.8,11.36,222.637,0.61
sz002508,老板电器,7.8,-5.3,13.04,95.7043,0.6
sh601607,上海医药,8.8,-1.6,14.75,162.238,0.6
sz002178,延华智能,9.9,4.8,16.56,439.002,0.6
sz000978,桂林旅游,3.9,-7.4,6.52,208.263,0.6
sz000903,云内动力,4.9,1.4,8.23,229.344,0.6
sh600577,精达股份,6.5,0.7,11.07,256.053,0.59
sz002356,浩宁达,11.7,4.9,19.79,474.008,0.59
sz002200,云投生态,8.6,1.3,14.8,590.804,0.58
sh600167,联美控股,5.2,-4.8,9.0,106.386,0.58
sz000021,深科技,6.8,0.0,11.71,367.819,0.58
sz002206,海 利 得,6.5,0.4,11.13,419.806,0.58
sh600790,轻纺城,5.2,2.5,9.03,638.945,0.58
sz002634,棒杰股份,5.5,-13.6,9.73,210.716,0.57
sh601555,东吴证券,3.7,0.0,6.54,248.542,0.57
sh600496,精工钢构,7.1,-4.6,12.47,261.208,0.57
sz002551,尚荣医疗,8.4,-6.3,14.8,399.994,0.57
sz002641,永高股份,5.6,-1.7,9.92,122.373,0.56
sz000750,国海证券,5.2,0.9,9.32,234.943,0.56
sh603118,共进股份,9.1,4.5,16.25,779.615,0.56
sh600031,三一重工,3.3,-0.2,5.93,220.756,0.56
sz002737,葵花药业,5.7,1.8,10.25,684.558,0.56
sh600987,航民股份,3.8,4.9,6.8,175.049,0.56
sz000931,中 关 村,1.8,3.0,3.27,1592.73,0.55
sh600662,强生控股,6.2,2.2,11.37,214.734,0.55
sh600115,东方航空,6.0,-0.6,11.02,207.1,0.54
sh600565,迪马股份,6.1,-0.3,11.44,777.919,0.53
sz000923,河北宣工,6.0,-15.1,11.39,485.555,0.53
sh600311,荣华实业,3.3,3.5,6.18,343.593,0.53
sh600020,中原高速,5.7,1.2,10.78,242.403,0.53
sz002280,联络互动,9.0,3.8,17.12,1140.36,0.53
sz002002,鸿达兴业,6.8,-0.4,13.2,483.921,0.52
sz000920,南方汇通,4.1,2.8,7.88,242.318,0.52
sz000058,深 赛 格,10.8,6.3,20.67,320.385,0.52
sh601788,光大证券,2.9,0.8,5.55,228.705,0.52
sz002378,章源钨业,3.2,0.2,6.13,87.0898,0.52
sh601616,广电电气,6.6,5.8,12.86,294.022,0.51
sz000606,青海明胶,5.2,-2.6,10.2,445.923,0.51
sz000019,深深宝Ａ,5.4,5.1,10.6,207.715,0.51
sz000582,北部湾港,3.1,1.5,6.26,275.528,0.5
sh600389,江山股份,2.0,3.2,4.02,113.702,0.5
sh600705,中航资本,3.5,0.1,7.12,437.268,0.49
sz000712,锦龙股份,4.8,-0.2,9.72,389.844,0.49
sz002465,海格通信,5.4,0.4,11.08,358.045,0.49
sh600569,安阳钢铁,4.0,12.8,8.09,175.073,0.49
sz002397,梦洁家纺,6.5,-2.8,13.27,661.781,0.49
sh600527,江南高纤,3.9,2.6,8.03,349.453,0.49
sz002545,东方铁塔,3.4,0.4,6.99,262.602,0.49
sh601328,交通银行,1.4,-0.1,2.85,82.2307,0.49
sz002500,山西证券,4.8,0.2,9.74,618.357,0.49
sz000919,金陵药业,4.9,-0.2,10.12,488.017,0.48
sh603318,派思股份,14.3,172.5,29.99,95.5532,0.48
sh601208,东材科技,3.6,-6.7,7.47,212.04,0.48
sh601222,林洋电子,5.5,-13.0,11.62,122.477,0.47
sz002518,科士达,3.7,2.6,7.92,288.132,0.47
sh600875,东方电气,7.2,-0.1,15.43,305.58,0.47
sz002595,豪迈科技,5.7,1.4,12.04,309.837,0.47
sh600175,美都能源,2.8,8.4,6.09,263.769,0.46
sz000488,晨鸣纸业,4.2,-5.1,9.22,409.736,0.46
sz000825,太钢不锈,6.3,-2.2,13.6,185.915,0.46
sh603766,XD隆鑫通,5.5,-5.3,11.98,292.792,0.46
sh600760,中航黑豹,3.7,0.4,8.05,1161.55,0.46
sh600579,天华院,3.6,14.0,8.08,276.777,0.45
sz002144,宏达高科,3.0,-3.1,6.67,491.535,0.45
sz000063,中兴通讯,4.5,-0.1,9.92,419.2,0.45
sh600409,三友化工,2.5,6.0,5.57,275.466,0.45
sh600116,三峡水利,3.3,6.1,7.46,470.517,0.44
sz002666,德联集团,4.9,-3.9,11.12,845.291,0.44
sz002364,中恒电气,4.6,9.1,10.37,212.738,0.44
sh600501,航天晨光,4.3,9.8,9.75,221.423,0.44
sz000547,闽福发Ａ,8.1,2.2,18.37,295.854,0.44
sz002043,兔 宝 宝,4.4,2.1,9.93,280.877,0.44
sz000498,山东路桥,4.4,5.2,9.89,575.383,0.44
sz002350,北京科锐,8.6,8.6,19.88,158.779,0.43
sh600101,明星电力,4.6,4.1,10.6,309.397,0.43
sz002429,兆驰股份,3.1,-10.5,7.39,145.921,0.42
sz002201,九鼎新材,4.0,3.7,9.59,147.814,0.42
sz002642,荣之联,4.8,0.6,11.51,799.862,0.42
sz002099,海翔药业,4.1,12.1,9.65,584.785,0.42
sz000521,美菱电器,2.7,5.0,6.58,282.068,0.41
sz002703,浙江世宝,5.4,7.7,13.29,1649.92,0.41
sh600268,国电南自,3.7,-1.1,8.99,260.715,0.41
sz000899,赣能股份,6.1,8.1,14.91,399.43,0.41
sz002232,启明信息,2.6,2.4,6.32,957.224,0.41
sz002372,伟星新材,4.2,3.0,10.3,97.7152,0.41
sz002194,武汉凡谷,4.7,-2.2,11.39,187.906,0.41
sz002210,飞马国际,7.8,8.5,19.09,238.193,0.41
sz000421,南京中北,3.8,7.7,9.53,282.266,0.4
sh600152,维科精华,5.6,1.2,14.03,734.314,0.4
sh600861,北京城乡,3.7,2.0,9.33,153.559,0.4
sz002751,易尚展示,12.1,168.3,30.03,67.7107,0.4
sz002444,巨星科技,3.7,5.9,9.3,228.849,0.4
sh600231,凌钢股份,2.3,-0.8,5.97,168.537,0.39
sh600739,辽宁成大,3.9,-0.6,9.96,244.648,0.39
sz002600,江粉磁材,4.0,2.4,10.35,484.028,0.39
sh600613,神奇制药,3.1,8.1,7.95,276.145,0.39
sz002741,光华科技,5.7,10.1,14.78,850.964,0.39
sz002449,国星光电,6.1,4.3,16.14,679.514,0.38
sz002167,东方锆业,3.7,9.5,9.65,379.822,0.38
sz002610,爱康科技,6.8,-1.8,17.94,410.29,0.38
sz002496,辉丰股份,6.2,-1.1,16.15,322.17,0.38
sz002005,德豪润达,4.1,2.1,10.68,424.802,0.38
sh601857,中国石油,1.4,-0.1,3.66,10.6355,0.38
sz002694,顾地科技,4.6,-1.1,12.09,1482.35,0.38
sz002658,雪迪龙,3.1,-3.0,8.49,508.397,0.37
sz002193,山东如意,3.5,9.8,9.38,219.031,0.37
sh603008,喜临门,3.8,-2.4,10.24,412.054,0.37
sh600653,申华控股,4.9,2.6,13.21,426.708,0.37
sz000695,滨海能源,3.5,2.2,9.57,283.84,0.37
sh601388,怡球资源,2.6,7.1,7.17,222.598,0.36
sz002696,百洋股份,4.5,7.2,12.43,891.236,0.36
sh600428,中远航运,3.7,0.8,10.14,451.608,0.36
sz002560,通达股份,3.0,4.1,8.34,579.34,0.36
sz002561,徐家汇,3.1,2.5,8.66,154.075,0.36
sh600166,福田汽车,2.6,3.0,7.13,215.632,0.36
sh600130,波导股份,2.6,3.1,7.31,307.159,0.36
sz002511,中顺洁柔,2.7,2.2,7.81,243.933,0.35
sz002538,司尔特,3.5,-1.5,10.04,242.297,0.35
sh600183,生益科技,2.4,-2.3,6.87,575.773,0.35
sh600222,太龙药业,2.7,-1.7,7.66,1257.5,0.35
sh600981,汇鸿股份,4.0,-0.6,11.34,139.547,0.35
sz002540,亚太科技,3.4,2.5,9.75,706.23,0.35
sh600125,铁龙物流,4.3,3.1,12.43,340.332,0.35
sh603333,明星电缆,5.9,9.8,17.4,261.091,0.34
sh601377,兴业证券,1.8,0.2,5.35,265.981,0.34
sz000722,湖南发展,1.9,0.3,5.63,922.229,0.34
sz000975,银泰资源,2.7,7.4,8.1,249.033,0.33
sz000735,罗 牛 山,2.2,1.3,6.69,341.731,0.33
sh601238,广汽集团,3.8,6.8,11.37,35.5686,0.33
sz002635,安洁科技,3.3,-0.4,10.06,382.473,0.33
sz002327,富安娜,3.3,-1.3,10.1,189.538,0.33
sh600757,长江传媒,3.5,5.7,10.46,170.355,0.33
sh603002,宏昌电子,4.2,-3.0,12.55,600.098,0.33
sh601000,唐山港,2.3,1.4,7.23,324.596,0.32
sh603111,康尼机电,2.9,-1.1,9.18,1546.27,0.32
sh601991,大唐发电,2.9,3.0,8.99,100.4,0.32
sh600801,华新水泥,3.3,4.8,10.18,223.878,0.32
sz002523,天桥起重,5.5,20.6,17.39,532.256,0.32
sh600131,岷江水电,2.7,-10.0,8.67,303.146,0.31
sz000055,方大集团,3.3,-1.7,10.7,304.204,0.31
sh600537,亿晶光电,1.4,6.3,4.51,283.351,0.31
sz002291,星期六,2.8,2.5,9.12,519.079,0.31
sz000758,中色股份,2.5,1.2,7.97,265.284,0.31
sh601012,隆基股份,4.8,1.9,15.68,595.915,0.31
sh600251,冠农股份,3.2,5.7,10.4,133.722,0.31
sh601107,四川成渝,3.2,14.0,10.57,122.812,0.3
sz002682,龙洲股份,3.0,8.8,9.96,369.901,0.3
sz002163,中航三鑫,2.6,7.5,8.94,345.173,0.29
sz002732,燕塘乳业,3.3,4.8,11.22,571.233,0.29
sz002623,亚玛顿,1.8,3.6,6.54,132.725,0.28
sz000565,渝三峡Ａ,2.3,6.1,8.34,256.107,0.28
sh600676,交运股份,3.8,3.0,13.63,223.934,0.28
sh600284,浦东建设,3.1,2.3,10.99,342.549,0.28
sh600481,双良节能,1.7,0.6,6.15,294.104,0.28
sh600316,洪都航空,2.2,1.1,7.84,439.234,0.28
sz002413,常发股份,3.6,1.9,13.18,138.905,0.27
sh600530,交大昂立,2.6,-2.5,9.77,235.21,0.27
sz000688,建新矿业,3.6,-7.8,13.35,684.523,0.27
sh601179,中国西电,4.1,-0.4,15.22,193.126,0.27
sh600683,京投银泰,2.5,-5.6,9.1,214.71,0.27
sh600432,吉恩镍业,1.2,-5.4,4.4,287.171,0.27
sz002224,三 力 士,3.7,18.3,13.92,246.332,0.27
sz002025,航天电器,2.7,9.8,10.26,294.562,0.26
sh600716,凤凰股份,1.4,1.4,5.33,206.063,0.26
sz000552,靖远煤电,1.1,1.9,4.3,247.147,0.26
sz002239,金 飞 达,6.0,1.7,23.02,572.228,0.26
sh601800,中国交建,2.6,-0.2,10.18,143.633,0.26
sz002749,国光股份,2.4,1.3,9.56,1262.27,0.25
sh600381,贤成矿业,3.9,4.0,15.55,320.943,0.25
sh600548,深高速,1.9,-0.0,7.58,67.0796,0.25
sh601116,三江购物,2.0,5.8,8.43,295.211,0.24
sz002185,华天科技,2.2,-0.4,9.14,247.501,0.24
sz002550,千红制药,3.1,8.5,12.8,211.771,0.24
sh600557,康缘药业,1.4,-2.3,5.79,396.969,0.24
sh603025,大豪科技,4.2,-0.4,17.76,2361.65,0.24
sz002074,东源电器,2.4,2.8,10.16,273.763,0.24
sz002605,姚记扑克,2.2,-2.6,9.03,310.76,0.24
sh600295,鄂尔多斯,1.2,-6.9,4.99,145.654,0.24
sh600675,中华企业,2.2,0.9,9.03,258.301,0.24
sz002468,艾迪西,1.5,-9.9,6.53,89.6541,0.23
sh600616,金枫酒业,2.2,9.6,9.4,210.905,0.23
sz002746,仙坛股份,2.0,8.5,8.74,2046.77,0.23
sz000839,中信国安,2.0,1.3,8.86,314.622,0.23
sz002469,三维工程,1.8,2.1,7.82,361.602,0.23
sz002463,沪电股份,1.9,7.7,8.27,207.107,0.23
sh600337,美克家居,3.1,-6.5,13.4,149.67,0.23
sh600403,大有能源,1.3,-2.1,5.79,39.5945,0.22
sz000603,盛达矿业,2.5,-2.6,11.55,251.443,0.22
sz002082,栋梁新材,1.6,-5.9,7.24,282.683,0.22
sz002631,德尔家居,4.2,13.6,19.25,253.586,0.22
sz000573,粤宏远Ａ,1.8,2.0,8.51,451.784,0.21
sz002330,得利斯,3.5,9.8,16.9,189.53,0.21
sz002684,猛狮科技,2.2,4.3,10.48,491.172,0.21
sh600255,鑫科材料,2.5,1.6,12.15,435.808,0.21
sz000911,南宁糖业,1.6,-9.9,7.78,147.636,0.21
sz002366,丹甫股份,2.6,2.6,12.31,380.984,0.21
sh600094,大名城,2.1,0.9,10.33,132.106,0.2
sz002526,山东矿机,2.6,2.3,12.75,846.133,0.2
sh603588,高能环境,2.0,13.0,10.01,177.51,0.2
sz002313,日海通讯,2.5,3.0,12.72,464.759,0.2
sz000751,锌业股份,1.2,9.8,5.94,528.809,0.2
sh603166,福达股份,1.6,-2.2,8.16,513.993,0.2
sz002724,海洋王,2.0,-3.2,9.91,2233.3,0.2
sz002042,华孚色纺,2.4,-4.1,12.12,198.204,0.2
sh600290,华仪电气,1.8,-1.9,9.23,207.986,0.2
sz002168,深圳惠程,1.9,-0.2,9.85,336.888,0.19
sz002371,七星电子,1.4,-2.2,7.54,133.465,0.19
sz002118,紫鑫药业,1.3,5.4,6.71,319.431,0.19
sh600618,氯碱化工,1.2,7.7,6.36,119.312,0.19
sh603618,杭电股份,2.5,2.8,13.06,1404.35,0.19
sz000985,大庆华科,1.6,1.7,8.36,208.236,0.19
sh600354,敦煌种业,1.7,2.3,9.69,254.768,0.18
sh600366,宁波韵升,2.1,0.0,11.75,507.779,0.18
sz002029,七 匹 狼,1.3,-2.5,7.35,323.74,0.18
sz000683,远兴能源,1.8,6.8,10.19,350.55,0.18
sh600770,综艺股份,2.8,-0.1,15.84,368.697,0.18
sh600068,葛洲坝,1.2,0.3,7.05,530.58,0.17
sz002478,常宝股份,1.7,-0.8,9.91,324.319,0.17
sz002175,广陆数测,0.9,7.4,5.16,257.983,0.17
sz002260,伊 立 浦,2.4,-3.3,14.44,275.859,0.17
sz000702,正虹科技,2.4,0.1,13.85,319.027,0.17
sz000425,徐工机械,0.8,-2.2,5.09,181.374,0.16
sz000851,高鸿股份,1.1,2.3,7.53,1484.55,0.15
sh600236,桂冠电力,1.9,5.0,12.6,289.176,0.15
sz000407,胜利股份,0.9,2.3,6.14,329.71,0.15
sz000511,烯碳新材,1.2,6.8,8.0,389.033,0.15
sh600326,西藏天路,1.3,-1.8,8.99,485.113,0.14
sh600458,时代新材,1.2,2.6,8.75,233.371,0.14
sz002340,格林美,1.2,3.9,9.16,246.97,0.13
sh601600,中国铝业,0.7,-0.1,5.59,256.338,0.13
sz002539,新都化工,2.2,-17.9,17.5,330.157,0.13
sz002473,圣莱达,1.4,-1.9,11.13,250.154,0.13
sz002236,大华股份,1.2,-2.2,9.52,750.486,0.13
sz000559,万向钱潮,1.0,-0.9,7.84,176.711,0.13
sh601890,亚星锚链,1.5,2.7,11.49,249.784,0.13
sz000410,沈阳机床,0.6,1.1,4.92,1087.54,0.12
sz002259,升达林业,1.0,1.2,8.29,452.915,0.12
sz002606,大连电瓷,1.2,-13.5,10.27,502.631,0.12
sh600150,中国船舶,0.8,0.5,6.71,301.558,0.12
sz002277,友阿股份,1.1,4.2,9.18,442.561,0.12
sz000503,海虹控股,1.7,-1.1,15.14,416.389,0.11
sh600355,精伦电子,1.1,11.3,9.95,533.774,0.11
sz000900,现代投资,0.8,-7.9,7.42,374.687,0.11
sh600993,马应龙,1.4,2.9,12.47,391.349,0.11
sh600888,新疆众和,0.7,4.3,6.76,191.638,0.1
sz000756,新华制药,1.3,0.0,12.73,271.078,0.1
sz002143,印纪传媒,1.1,4.1,11.47,522.262,0.1
sz000823,超声电子,0.6,10.0,5.79,310.526,0.1
sz000909,数源科技,1.0,8.9,10.8,356.153,0.09
sh600208,新湖中宝,0.5,0.7,5.45,140.919,0.09
sh600018,上港集团,0.6,0.4,6.73,51.6381,0.09
sh600550,保变电气,0.8,-1.8,9.3,137.437,0.09
sz002622,永大集团,0.9,-5.1,10.5,429.846,0.09
sh600321,国栋建设,0.6,12.3,7.49,327.995,0.08
sz000002,万  科Ａ,0.2,-0.2,2.36,203.656,0.08
sh600262,北方股份,0.8,9.6,11.5,107.522,0.07
sh600332,白云山,0.4,-5.2,6.09,137.777,0.07
sz002031,巨轮股份,0.6,7.3,8.33,260.984,0.07
sh600235,民丰特纸,0.9,3.8,12.25,443.586,0.07
sz002748,世龙实业,0.9,0.9,12.17,1472.54,0.07
sh600686,金龙汽车,0.1,-11.5,1.49,277.125,0.07
sz000065,北方国际,0.8,1.3,11.96,290.305,0.07
sz000548,湖南投资,0.4,-7.0,6.23,488.606,0.06
sh600515,海岛建设,0.5,1.6,8.8,394.857,0.06
sz000032,深桑达Ａ,0.4,-6.2,7.07,205.015,0.06
sh603308,应流股份,0.7,1.5,14.3,352.454,0.05
sz000877,天山股份,0.3,1.9,6.51,235.422,0.05
sz000932,华菱钢铁,0.4,-13.5,7.5,118.534,0.05
sz002345,潮宏基,0.3,0.8,7.51,232.804,0.04
sz002688,金河生物,0.4,-4.0,10.36,536.03,0.04
sh600831,广电网络,0.3,1.4,8.25,495.061,0.04
sz000668,荣丰控股,0.3,10.4,8.4,121.007,0.04
sh601700,风范股份,0.3,0.0,7.67,168.038,0.04
sz002593,日上集团,0.9,9.7,20.2,652.88,0.04
sz000910,大亚科技,0.4,8.3,10.18,317.362,0.04
sh603806,福斯特,0.3,1.1,7.95,437.004,0.04
sh603100,川仪股份,0.4,0.5,15.55,1760.76,0.03
sz002580,圣阳股份,0.4,12.2,15.88,863.303,0.03
sh600350,山东高速,0.4,16.4,13.21,93.3827,0.03
sh601688,华泰证券,0.2,0.0,5.98,193.875,0.03
sz002066,瑞泰科技,0.3,-2.9,10.66,325.064,0.03
sz002126,银轮股份,0.2,8.6,6.17,242.228,0.03
sh600318,巢东股份,0.3,7.0,12.44,488.908,0.02
sh600436,片仔癀,0.2,-0.5,8.51,293.732,0.02
sz000776,广发证券,0.1,0.0,6.06,128.142,0.02
sz002385,大北农,0.2,0.0,9.96,292.884,0.02
sh600566,济川药业,0.1,-8.9,6.95,352.171,0.01
sz002038,双鹭药业,0.1,0.6,11.28,508.253,0.01
